address_id,territory,route_km,outside_city_km,base_city_fee,external_surcharge,final_fee,calculation_status,geographic_zone_analytics_only,taxi_reference,client_saving,driver_gap,passes_old_balanced
n2457584910,Парканы,4.498,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584911,Парканы,4.482,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584912,Парканы,4.463,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584913,Парканы,4.44,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584914,Парканы,4.518,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584915,Парканы,4.505,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584916,Парканы,4.485,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584917,Парканы,4.465,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584918,Парканы,4.448,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584919,Парканы,4.429,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584920,Парканы,4.41,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584921,Парканы,4.322,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584922,Парканы,4.339,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584923,Парканы,4.355,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584924,Парканы,4.37,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584925,Парканы,4.386,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584926,Парканы,4.031,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457584927,Парканы,4.046,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584928,Парканы,4.061,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584929,Парканы,4.078,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584930,Парканы,4.095,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584931,Парканы,4.111,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584932,Парканы,4.129,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584933,Парканы,4.147,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584934,Парканы,4.163,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584935,Парканы,4.178,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584936,Парканы,4.194,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584937,Парканы,4.21,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584938,Парканы,4.227,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584939,Парканы,4.244,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457584940,Парканы,4.26,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457586634,Парканы,3.181,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586635,Парканы,3.199,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586636,Парканы,3.214,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586637,Парканы,3.23,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586638,Парканы,3.247,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586639,Парканы,3.267,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586640,Парканы,3.281,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586641,Парканы,3.294,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586642,Парканы,3.307,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586643,Парканы,3.321,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586644,Парканы,3.333,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586645,Парканы,3.35,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586646,Парканы,3.365,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586648,Парканы,3.394,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586649,Парканы,3.411,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586650,Парканы,3.426,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586652,Парканы,3.451,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586653,Парканы,3.466,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586656,Парканы,3.507,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586657,Парканы,3.52,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586658,Парканы,3.538,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586659,Парканы,3.551,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586660,Парканы,3.604,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586661,Парканы,3.23,,15,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586662,Парканы,3.274,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586663,Парканы,3.292,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586665,Парканы,3.335,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586666,Парканы,3.354,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586667,Парканы,3.374,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586668,Парканы,3.784,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586669,Парканы,3.421,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586670,Парканы,3.441,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586671,Парканы,3.468,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586878,Парканы,3.487,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586879,Парканы,3.51,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586880,Парканы,3.533,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586881,Парканы,3.557,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586882,Парканы,3.579,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457586883,Парканы,3.814,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589694,Парканы,3.798,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589695,Парканы,3.644,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589696,Парканы,3.625,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589697,Парканы,3.662,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589700,Парканы,3.705,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589701,Парканы,3.743,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589702,Парканы,3.765,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589703,Парканы,3.394,,16,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589704,Парканы,3.723,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589705,Парканы,3.83,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589706,Парканы,3.845,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589707,Парканы,3.861,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589708,Парканы,3.878,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589709,Парканы,3.891,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589710,Парканы,3.905,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589711,Парканы,3.918,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589712,Парканы,3.931,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589713,Парканы,3.943,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589714,Парканы,3.954,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589715,Парканы,3.966,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589716,Парканы,3.982,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589717,Парканы,3.996,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457589718,Парканы,4.017,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590776,Парканы,3.752,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590777,Парканы,3.781,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590778,Парканы,3.8,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590779,Парканы,3.823,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590780,Парканы,3.844,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590781,Парканы,3.864,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590782,Парканы,3.889,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590783,Парканы,3.905,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590784,Парканы,3.92,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590785,Парканы,3.938,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590786,Парканы,3.953,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590787,Парканы,3.971,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590788,Парканы,3.991,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457590789,Парканы,4.01,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457591897,Парканы,4.137,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591898,Парканы,4.132,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591899,Парканы,4.147,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591900,Парканы,4.165,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591901,Парканы,4.183,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591902,Парканы,4.2,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591903,Парканы,4.215,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591904,Парканы,4.23,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591905,Парканы,4.245,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591906,Парканы,4.262,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591907,Парканы,4.533,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591908,Парканы,4.548,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591909,Парканы,4.562,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591910,Парканы,4.582,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591911,Парканы,4.598,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591912,Парканы,4.618,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591913,Парканы,4.646,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591914,Парканы,4.67,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591915,Парканы,4.699,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591916,Парканы,4.713,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591917,Парканы,4.727,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591918,Парканы,4.746,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591919,Парканы,4.775,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457591920,Парканы,4.76,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457615994,Парканы,3.517,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457615995,Парканы,3.532,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457615996,Парканы,3.546,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457615997,Парканы,3.563,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457615998,Парканы,3.577,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457615999,Парканы,3.591,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616000,Парканы,3.606,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616001,Парканы,3.621,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616002,Парканы,3.643,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616003,Парканы,3.66,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616004,Парканы,3.677,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616005,Парканы,3.697,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616006,Парканы,3.718,,17,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616007,Парканы,3.751,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616008,Парканы,3.772,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616009,Парканы,3.796,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616010,Парканы,3.818,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457616011,Парканы,3.833,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622745,Парканы,3.863,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622746,Парканы,3.885,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622747,Парканы,3.912,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622751,Парканы,3.93,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622753,Парканы,3.955,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622754,Парканы,3.981,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622756,Парканы,4.038,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457622757,Парканы,4.597,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457622758,Парканы,4.067,,19,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457622760,Парканы,4.596,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457622761,Парканы,4.57,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457622762,Парканы,4.55,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457622928,Парканы,4.522,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626510,Парканы,4.412,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626514,Парканы,4.453,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626521,Парканы,4.425,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626524,Парканы,4.399,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626533,Парканы,4.348,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626537,Парканы,4.366,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626540,Парканы,4.396,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626546,Парканы,4.736,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626552,Парканы,4.68,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626555,Парканы,4.707,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626558,Парканы,4.726,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626561,Парканы,4.747,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626564,Парканы,4.768,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457626567,Парканы,4.793,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457631779,Парканы,4.85,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457631780,Парканы,4.873,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457631781,Парканы,4.899,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457631783,Парканы,4.858,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457631785,Парканы,4.912,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739759,Парканы,4.569,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739760,Парканы,4.555,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739761,Парканы,4.535,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739762,Парканы,4.508,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739763,Парканы,4.483,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739764,Парканы,4.456,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739765,Парканы,4.44,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739766,Парканы,4.427,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739767,Парканы,4.411,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457739768,Парканы,4.392,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457746139,Парканы,3.902,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457746140,Парканы,3.889,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457746141,Парканы,3.874,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457786461,Парканы,3.916,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457786462,Парканы,3.947,,18,,,OUTSIDE_DISTANCE_UNAVAILABLE,2,,,,
n2457786484,Парканы,4.444,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457786485,Парканы,4.465,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457786486,Парканы,4.485,,20,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457786487,Парканы,4.508,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457786488,Парканы,4.538,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822033,Парканы,4.703,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822037,Парканы,4.747,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822039,Парканы,4.763,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822042,Парканы,4.783,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822045,Парканы,4.798,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822048,Парканы,4.826,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822051,Парканы,4.848,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822055,Парканы,4.884,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822058,Парканы,4.905,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457822060,Парканы,4.929,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838401,Парканы,4.974,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838402,Парканы,4.95,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838403,Парканы,4.925,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838404,Парканы,4.907,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838405,Парканы,4.881,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838406,Парканы,4.868,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838407,Парканы,4.846,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838408,Парканы,4.825,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838409,Парканы,4.811,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838410,Парканы,4.795,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838411,Парканы,4.78,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838412,Парканы,4.766,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838413,Парканы,4.66,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838415,Парканы,4.678,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838418,Парканы,4.705,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838419,Парканы,4.753,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838421,Парканы,4.733,,21,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838422,Парканы,5.047,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838423,Парканы,5.073,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838424,Парканы,5.095,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838425,Парканы,5.144,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838426,Парканы,5.164,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838427,Парканы,5.181,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838428,Парканы,5.201,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838429,Парканы,5.218,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838430,Парканы,5.233,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838431,Парканы,5.252,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838432,Парканы,5.269,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457838433,Парканы,5.289,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974018,Парканы,5.307,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974022,Парканы,5.323,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974026,Парканы,5.345,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974029,Парканы,5.369,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974040,Парканы,5.391,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974043,Парканы,5.55,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457974047,Парканы,5.527,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974050,Парканы,5.503,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974053,Парканы,5.466,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457974055,Парканы,5.421,,24,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457979557,Парканы,5.615,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979558,Парканы,5.636,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979559,Парканы,5.657,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979560,Парканы,5.677,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979561,Парканы,5.702,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979562,Парканы,5.721,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979563,Парканы,5.74,,25,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979564,Парканы,5.761,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979565,Парканы,5.884,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979566,Парканы,5.951,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979567,Парканы,5.936,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979569,Парканы,5.922,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979570,Парканы,5.902,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979571,Парканы,5.864,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979572,Парканы,5.848,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979573,Парканы,5.83,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979574,Парканы,5.817,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979576,Парканы,5.801,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457979577,Парканы,5.78,,26,,,OUTSIDE_DISTANCE_UNAVAILABLE,4,,,,
n2457994811,Парканы,5.0,,22,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457994823,Парканы,5.033,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
n2457994852,Парканы,5.215,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
